,NAME_x,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges,NAME_y,LATITUDE,LONGITUDE,Absolute Net Income,Sign Net Income
4935,ASSURANCE HEALTH CINCINNATI LLC,11690 GROOMS ROAD,CINCINNATI,OH,45242,HAMILTON,U,118.00,"8,344",42,"15,330",438,"8,344",42,"15,330",438,8344.0,42.0,15330.0,438.0,0,0,0,0,5261629.0,7139307.0,126267.0,12400936.0,13537608.0,0,13537608.0,0,0,0,0,0,0,201331.0,0,0,2343987.0,-883781.0,20480.0,106506.0,0,1788523.0,0.0,0,127219.0,127219.0,2500239.0,1446317.0,0,0,2874529.0,0,44730.0,4576405.0,0,727407.0,0,0,727407.0,5303812.0,-2803573.0,-2803573.0,2500239.0,0,0,25100219.0,0,25100219.0,11005930.0,12400936.0,-1395006.0,0,-1395006.0,0,-1395006.0,,0,0,ASSURANCE HEALTH CINCINNATI LLC,39.28193975,-84.36742576,1395006.0,-
4936,UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105-2595,,U,681.25,"19,190",134,"34,365","4,394","23,031",146,"38,757","4,682",17132.0,122.0,31071.0,4394.0,1592710.0,3983123.0,2835435.0,7546537.0,37846223.0,82046190.0,7072827.0,102981253.0,124915277.0,238335958.0,363251235.0,9620139.0,0,37846223.0,530976.0,23701.0,0,525.0,0,572472.0,33041498.0,-22049600.0,712000.0,0,0,12793221.0,0.0,2156900.0,42432710.0,44589610.0,128305397.0,1387839.0,700020.0,0,211516.0,101291.0,12749136.0,15149802.0,0,956046.0,0,86429.0,1042475.0,16192277.0,109905283.0,112113120.0,128305397.0,4658456.0,50132.0,125561127.0,237512550.0,363073677.0,98305077.0,119892413.0,-21587336.0,7455082.0,-14132254.0,-10264.0,-14121990.0,0.28,9296233.0,57421450.0,UPMC JAMESON,41.013202,-80.352649,14121990.0,-
4937,WILLIAMSPORT HOSPITAL & MEDICAL CTR,700 HIGH STREET,WILLIAMSPORT,PA,17701-,LYCOMING,R,"1,564.04","50,294",227,"83,082","10,118","57,216",255,"93,330","10,664",39833.0,199.0,72834.0,10118.0,2231554.0,15908804.0,6285668.0,23533985.0,108751944.0,276436349.0,25013871.0,335325477.0,582212388.0,963995948.0,1546208336.0,28550647.0,0,107873495.0,5365858.0,0,0,687312.0,0,0,169676713.0,-121413214.0,1585483.0,0,29922.0,50722653.0,0.0,0,13151437.0,13151437.0,289908890.0,8690844.0,0,0,8909.0,0,44837210.0,53536963.0,300912.0,0,0,0,300912.0,53837875.0,236071015.0,236071015.0,289908890.0,24953679.0,1837234.0,580877334.0,969247791.0,1550125125.0,406015739.0,385188293.0,20827446.0,37856938.0,58684384.0,1080605.0,57603779.0,0.22,27835720.0,211374441.0,WILLIAMSPORT REGIONAL MEDICAL CENTER,41.24701063,-77.01596697,57603779.0,+
4939,REHAB HOSP OF  RI,116 EDDIE DOWLING HIGHWAY,NORTH SMITHFIELD,RI,02896,PROVIDENCE,U,49.72,"3,759",82,"29,930",281,"3,759",82,"29,930",281,3759.0,82.0,29930.0,281.0,0,0,0,0,3935559.0,3993762.0,597787.0,7541324.0,16824944.0,4950715.0,21775659.0,954420.0,0,3935559.0,0,0,0,218233.0,0,0,14282117.0,-13315497.0,26067.0,146901.0,0,1358521.0,0.0,0,17953.0,17953.0,4179205.0,40574.0,307638.0,74252.0,562115.0,0,1802030.0,2786609.0,0,0,0,2073295.0,2073295.0,4859904.0,-680699.0,-680699.0,4179205.0,0,0,16824946.0,4950715.0,21775661.0,6283857.0,7929321.0,-1645464.0,895980.0,-749484.0,0,-749484.0,,0,0,REHABILITATION HOSPITAL OF RHODE ISLAND,41.98157826,-71.51284391,749484.0,-
4940,WARM SPRINGS SPECIALITY HOSPITAL,200 MEMORIAL DRIVE,LULING,TX,78648,CALDWELL,U,136.98,"12,821",42,"15,330",647,"12,821",42,"15,330",647,12821.0,42.0,15330.0,647.0,0,0,0,0,7544536.0,8628114.0,151768.0,15378226.0,65692024.0,10532095.0,76224119.0,0,0,0,0,0,0,-19676.0,0,0,2933239.0,-541045.0,53721.0,-377189.0,48341.0,2097391.0,0.0,0,0,0,3031655.0,1087560.0,539553.0,27412.0,0,0,0,1654525.0,0,0,0,997090.0,997090.0,2651615.0,380040.0,380040.0,3031655.0,0,0,65692024.0,10532095.0,76224119.0,15866760.0,16172650.0,-305890.0,81114.0,-224776.0,-2.0,-224774.0,,0,0,PAGE MEMORIAL HOSPITAL,38.66325,-78.468518,224774.0,-
4941,WARM SPRINGS SPECIALITY HOSPITAL,200 MEMORIAL DRIVE,LULING,TX,78648,CALDWELL,U,136.98,"12,821",42,"15,330",647,"12,821",42,"15,330",647,12821.0,42.0,15330.0,647.0,0,0,0,0,7544536.0,8628114.0,151768.0,15378226.0,65692024.0,10532095.0,76224119.0,0,0,0,0,0,0,-19676.0,0,0,2933239.0,-541045.0,53721.0,-377189.0,48341.0,2097391.0,0.0,0,0,0,3031655.0,1087560.0,539553.0,27412.0,0,0,0,1654525.0,0,0,0,997090.0,997090.0,2651615.0,380040.0,380040.0,3031655.0,0,0,65692024.0,10532095.0,76224119.0,15866760.0,16172650.0,-305890.0,81114.0,-224776.0,-2.0,-224774.0,,0,0,PAM SPECIALTY HOSPITAL OF LULING,29.67408592,-97.6550844,224774.0,-
4942,CENTRA SPECIALTY HOSPITAL,3300 RIVERMONT AVENUE,LYNCHBURG,VA,24503-,LYNCHBURG CITY,U,76.87,"7,284",36,"13,140",257,"7,284",36,"13,140",257,7284.0,36.0,13140.0,257.0,0,0,0,0,5075194.0,4853351.0,96915.0,9452869.0,39499140.0,34861.0,39534001.0,1248344.0,0,5075194.0,0,0,0,702689.0,0,0,10022647.0,-7385279.0,37291.0,21486.0,0,3405205.0,0.0,0,0,0,3749025.0,178552.0,428429.0,0,401360.0,0,0,3088825.0,0,3701180.0,0,0,3701180.0,6790005.0,-3040980.0,-3040980.0,3749025.0,0,0,39809799.0,1071.0,39810870.0,9727570.0,9928545.0,-200975.0,22092.0,-178883.0,0,-178883.0,,0,0,CENTRA HEALTH VIRGINIA BAPTIST HOSPITAL,37.43789546,-79.18784233,178883.0,-
4943,THEDACARE MEDICAL CENTER - WAUPACA,800 RIVERSIDE DRIVE,WAUPACA,WI,54981,WAUPACA,R,250.68,"2,782",25,"9,125",926,"3,011",25,"9,125",926,2072.0,21.0,7665.0,926.0,27024.0,1638107.0,1017646.0,1129166.0,12725104.0,20857704.0,1703814.0,35612024.0,11304042.0,70172066.0,81476108.0,0,0,0,0,0,0,11269960.0,0,0,10253908.0,-5107262.0,995014.0,0,29070516.0,73713780.0,0.0,15564273.0,0,15564273.0,111177629.0,1168065.0,0,203.0,0,0,0,1977167.0,0,0,0,0,0,1977167.0,109200462.0,109200462.0,111177629.0,0,0,12307761.0,74838031.0,87145792.0,44556213.0,35220915.0,9335298.0,2671902.0,12007200.0,0,12007200.0,0.44,3768520.0,9048671.0,THEDACARE MEDICAL CENTER - WAUPACA INC,44.34527676,-89.07661624,12007200.0,+
4944,WYOMING STATE HOSPITAL,831 HIGHWAY 150 SOUTH,EVANSTON,WY,82930,,R,,"19,751",73,"26,718",128,"19,751",73,"26,718",128,19751.0,73.0,26718.0,128.0,0,0,0,0,26525941.0,7459822.0,598936.0,31860935.0,31860935.0,0,31860935.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31900000.0,0,31900000.0,31900000.0,33985763.0,-2085763.0,0,-2085763.0,0,-2085763.0,,0,0,WYOMING STATE HOSPITAL,41.26382872,-110.9470982,2085763.0,-
4945,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,U,67.00,"7,973",22,"8,030",321,"7,973",22,"8,030",321,7973.0,22.0,8030.0,321.0,0,0,0,0,3671793.0,6370255.0,281427.0,14734935.0,29198290.0,17730.0,29216020.0,0,0,0,0,0,0,1802922.0,0,0,4640967.0,-3022617.0,0,0,3135168.0,6556440.0,0.0,18636.0,567670.0,586306.0,7710416.0,289298.0,0,0,0,0,3567529.0,3856827.0,0,0,0,1637004.0,1637004.0,5493831.0,2216585.0,2216585.0,7710416.0,0,0,28781640.0,0,28781640.0,10048371.0,10042048.0,6323.0,15836.0,22159.0,1067.0,21092.0,,0,0,MOBILE INFIRMARY MEDICAL CENTER,30.69572496,-88.07977619,21092.0,+
4946,INFIRMARY LTAC HOSPITAL,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,U,67.00,"7,973",22,"8,030",321,"7,973",22,"8,030",321,7973.0,22.0,8030.0,321.0,0,0,0,0,3671793.0,6370255.0,281427.0,14734935.0,29198290.0,17730.0,29216020.0,0,0,0,0,0,0,1802922.0,0,0,4640967.0,-3022617.0,0,0,3135168.0,6556440.0,0.0,18636.0,567670.0,586306.0,7710416.0,289298.0,0,0,0,0,3567529.0,3856827.0,0,0,0,1637004.0,1637004.0,5493831.0,2216585.0,2216585.0,7710416.0,0,0,28781640.0,0,28781640.0,10048371.0,10042048.0,6323.0,15836.0,22159.0,1067.0,21092.0,,0,0,INFIRMARY LTAC HOSPITAL,30.69690069,-88.08029057,21092.0,+
4952,LANDMARK HOSPITAL OF ATHENS  LLC,775 SUNSET DRIVE,ATHENS,GA,30606,CLARKE,U,95.00,"11,150",42,"15,330",375,"11,150",42,"15,330",375,11150.0,42.0,15330.0,375.0,0,0,0,0,6536082.0,10334212.0,91049.0,15482971.0,63188160.0,668.0,63188828.0,0,0,6536082.0,0,0,0,-164276.0,0,0,7633985.0,0,132945.0,-94831.0,0,7507823.0,0.0,0,0,3735.0,8378304.0,2629340.0,501396.0,15286.0,0,0,-6888351.0,-3742329.0,0,352075.0,0,0,352075.0,-3390254.0,11768558.0,11768558.0,8378304.0,0,0,66101238.0,0,66101238.0,19819353.0,16870294.0,2949059.0,4147.0,2953206.0,0,2953206.0,,0,0,"LANDMARK HOSPITAL OF ATHENS, LLC",33.96643341,-83.41157103,2953206.0,+
4953,ASCENSION ALLEGAN HOSPITAL,555 LINN STREET,ALLEGAN,MI,49010,ALLEGAN,R,259.36,"1,798",25,"9,125",514,"60,733",25,"9,125",514,1798.0,25.0,9125.0,514.0,0,3104152.0,1462919.0,7127375.0,17730092.0,29356428.0,2022062.0,46444011.0,7608221.0,82661751.0,90269972.0,3328170.0,859135.0,17730092.0,0,0,0,1555143.0,0,0,14659220.0,-9257006.0,752714.0,831882.0,0,9136895.0,0.0,0,30937.0,30937.0,20440094.0,2331366.0,1739605.0,0,0,0,3841809.0,7912780.0,0,0,0,22296711.0,22296711.0,30209491.0,-9769397.0,-9769397.0,20440094.0,0,0,8315557.0,85230107.0,93545664.0,41103883.0,47086520.0,-5982637.0,1720824.0,-4261813.0,0,-4261813.0,0.51,2331000.0,15540215.0,ALLEGAN GENERAL HOSPITAL,42.5199662,-85.85637031,4261813.0,-
4956,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,12572,DUTCHESS,U,494.40,"14,413",74,"20,202","3,807","16,660",84,"22,932","3,935",12022.0,67.0,18291.0,3807.0,213565.0,877652.0,626229.0,3231794.0,31689251.0,65734446.0,4540356.0,85710337.0,109089639.0,144595542.0,253685181.0,9258460.0,0,31689251.0,405480.0,18357.0,0,28391000.0,20222000.0,0,19111000.0,-3233000.0,2293000.0,433000.0,26656000.0,99666000.0,0.0,0,5486000.0,5486000.0,180557000.0,1749000.0,4240000.0,0,256000.0,3412000.0,3247000.0,13410000.0,0,45505000.0,0,8640000.0,54145000.0,67555000.0,107209000.0,113002000.0,180557000.0,4936671.0,243679.0,108720507.0,144964677.0,253685184.0,105743605.0,96921064.0,8822541.0,2110126.0,10932667.0,1246763.0,9685904.0,0.34,8855216.0,33914473.0,NORTHERN DUTCHESS HOSPITAL,41.93547004,-73.91319583,9685904.0,+
4959,SCOTT AND WHITE HOSPITAL TAYLOR,305 MALLARD LANE,TAYLOR,TX,76574-,WILLIAMSON,U,139.51,"2,469",25,"9,125",404,"2,469",25,"9,125",404,1052.0,25.0,9125.0,404.0,2371004.0,2514365.0,3795256.0,3815484.0,13256169.0,11923016.0,765750.0,20586203.0,10317172.0,75722260.0,86039432.0,0,0,0,0,0,0,177915.0,291981.0,0,17865533.0,-10523604.0,403079.0,-719425.0,0,26095846.0,0.0,0,17342900.0,17342900.0,54335134.0,1068404.0,1266447.0,0,0,0,340805.0,14301085.0,0,0,0,2576460.0,2576460.0,16877545.0,37457589.0,37457589.0,54335134.0,0,0,10371383.0,410257258.0,420628641.0,110318790.0,161206006.0,-50887216.0,19048621.0,-31838595.0,0,-31838595.0,0.24,1238776.0,8143215.0,BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,30.59094376,-97.41538166,31838595.0,-
4960,CROSS CREEK HOSPITAL,8402 CROSS PARK DRIVE,AUSTIN,TX,78754,TRAVIS,U,120.50,"21,619",90,"32,850","2,879","21,619",90,"32,850","2,879",21619.0,90.0,32850.0,2879.0,0,0,0,0,7252227.0,7725294.0,642828.0,13157678.0,47797050.0,679495.0,48476545.0,0,0,0,0,0,0,-39824.0,0,0,2387056.0,-486387.0,64029.0,82219.0,0,2007093.0,0.0,2057807.0,1025.0,2058832.0,22139700.0,565215.0,429625.0,0,0,0,-141531.0,853309.0,0,0,0,33221700.0,33221700.0,34075009.0,-11935309.0,-11935309.0,22139700.0,0,0,47797050.0,679495.0,48476545.0,13867895.0,14977521.0,-1109626.0,10314.0,-1099312.0,0,-1099312.0,,0,0,CROSS CREEK HOSPITAL,30.338202,-97.67722948,1099312.0,-
4968,ST. JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,U,679.02,"29,543",203,"74,095","6,144","29,543",203,"74,095","6,144",24306.0,175.0,63875.0,6144.0,1065331.0,5932524.0,4236079.0,9948847.0,57395589.0,77172025.0,5761356.0,125006100.0,339799019.0,289710717.0,629509736.0,19199258.0,0,57395589.0,1156689.0,0,0,5041000.0,0,0,13183000.0,-937000.0,2619000.0,2207000.0,918000.0,23074000.0,0.0,0,17253000.0,17253000.0,75207000.0,8819000.0,5165000.0,0,10529000.0,0,8997000.0,33510000.0,0,0,0,35231000.0,35231000.0,68741000.0,6111000.0,6466000.0,75207000.0,12149031.0,75759.0,339798412.0,289711324.0,629509736.0,122448083.0,134567614.0,-12119531.0,2238828.0,-9880703.0,108297.0,-9989000.0,0.2,7306457.0,71834776.0,ST. JOSEPH HOSPITAL,40.72677129,-73.47871819,9989000.0,-
4973,WASHAKIE MEDICAL CENTER,400 SOUTH 15TH STREET,WORLAND,WY,82401,WASHAKIE,R,106.09,"2,140",18,"6,570",439,"2,140",18,"6,570",439,1346.0,18.0,6570.0,439.0,771738.0,958549.0,1269297.0,1922512.0,8006117.0,17593507.0,1938868.0,22165833.0,8969510.0,29311294.0,38280804.0,0,0,0,0,0,0,135104.0,0,0,7237686.0,-3414458.0,727342.0,169647.0,0,6059124.0,0.0,0,31635.0,31635.0,33698275.0,511214.0,640198.0,0,0,0,1910419.0,3061831.0,0,0,0,23588632.0,23588632.0,26650463.0,7047812.0,7047812.0,33698275.0,0,0,10167964.0,32181605.0,42349569.0,26203544.0,25599624.0,603920.0,73495.0,677415.0,0,677415.0,0.58,747797.0,3097339.0,WASHAKIE MEDICAL CENTER,44.01272297,-107.9494109,677415.0,+
4974,BAPTIST HEALTH EXTENDED CARE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205-7299,PULASKI,U,100.35,"9,327",73,"26,645",328,"9,372",73,"26,645",328,9327.0,73.0,26645.0,328.0,0,0,0,0,6092595.0,8158875.0,54106.0,16142785.0,65420838.0,1000.0,65421838.0,0,0,0,0,0,0,0,0,0,11204772.0,-8562024.0,46989.0,0,0,7389700.0,0.0,0,0,0,8502613.0,28890.0,0,19705.0,0,0,282866.0,331826.0,0,0,0,0,0,331826.0,8170787.0,8170787.0,8502613.0,0,0,65827642.0,1000.0,65828642.0,16862450.0,16408903.0,453547.0,600.0,454147.0,2.0,454145.0,,0,0,BAPTIST HEALTH REHABILITATION INSTITUTE,34.74429608,-92.38181609,454145.0,+
4975,BAPTIST HEALTH EXTENDED CARE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,72205-7299,PULASKI,U,100.35,"9,327",73,"26,645",328,"9,372",73,"26,645",328,9327.0,73.0,26645.0,328.0,0,0,0,0,6092595.0,8158875.0,54106.0,16142785.0,65420838.0,1000.0,65421838.0,0,0,0,0,0,0,0,0,0,11204772.0,-8562024.0,46989.0,0,0,7389700.0,0.0,0,0,0,8502613.0,28890.0,0,19705.0,0,0,282866.0,331826.0,0,0,0,0,0,331826.0,8170787.0,8170787.0,8502613.0,0,0,65827642.0,1000.0,65828642.0,16862450.0,16408903.0,453547.0,600.0,454147.0,2.0,454145.0,,0,0,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,34.74389335,-92.38065104,454145.0,+
4979,BEACON BEHAVIORAL HOSP CENTRAL,323 EVERGREEN STREET,BUNKIE,LA,71322,AVOYELLES PARISH,R,62.00,"5,755",18,"6,570",767,"5,755",18,"6,570",767,5755.0,18.0,6570.0,767.0,0,0,0,0,1300958.0,1991674.0,25859.0,3020596.0,8592750.0,0,8592750.0,0,0,0,0,0,0,1500.0,0,0,435383.0,-139628.0,0,32000.0,0,329255.0,0.0,0,0,0,1108992.0,0,68593.0,0,0,0,0,538617.0,0,0,0,0,0,538617.0,570375.0,570375.0,1108992.0,0,0,8592750.0,0,8592750.0,3626838.0,3292632.0,334206.0,0,334206.0,0,334206.0,,0,0,BEACAN BEHAVIORAL HEALTH BUNKIE,30.95310033,-92.17622461,334206.0,+
4980,ANNE ARUNDEL MEDICAL CENTER INC.,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,U,"2,920.06","103,666",379,"138,714","23,011","103,666",379,"138,714","23,011",82632.0,329.0,120414.0,23011.0,587983.0,16469478.0,52252729.0,52252729.0,225875048.0,352654667.0,27834663.0,492339334.0,319863586.0,320499421.0,640363007.0,39283957.0,0,233852537.0,4879851.0,529380.0,128954.0,80459000.0,912000.0,0,68164000.0,0,15677000.0,7653000.0,12382000.0,185747000.0,0.0,317410000.0,166884000.0,484294000.0,992420000.0,24219000.0,18831000.0,0,7428000.0,120479000.0,18795000.0,202032000.0,290254000.0,0,0,145547000.0,435801000.0,637833000.0,354587000.0,354587000.0,992420000.0,0,1677051.0,319863584.0,336825706.0,656689290.0,557942644.0,578529715.0,-20587071.0,38937943.0,18350872.0,71858712.0,-53507840.0,0.77,57523538.0,71450486.0,ANNE ARUNDEL MEDICAL CENTER,38.98992672,-76.53461243,53507840.0,-
4986,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,CA,93303-2615,KERN,U,"1,401.86","63,242",254,"92,710","16,867","63,242",254,"92,710","16,867",49622.0,211.0,77015.0,16867.0,227072.0,12993567.0,2877204.0,2877204.0,127185827.0,283658303.0,506769.0,331516667.0,1207468718.0,904174768.0,2111643486.0,33291232.0,0,127142830.0,0,0,0,143807603.0,0,31288.0,345070997.0,-290153300.0,7388239.0,1303776.0,0,262086835.0,0.0,0,287182.0,287182.0,405844688.0,18160073.0,16457026.0,0,-1.0,15794436.0,2365853.0,81233709.0,0,79920595.0,0,3499978.0,83420573.0,164654282.0,241190406.0,241190406.0,405844688.0,34930302.0,0,1214815805.0,927817447.0,2142633252.0,426711876.0,410844130.0,15867746.0,11117492.0,26985238.0,0,26985238.0,0.16,60478423.0,508322926.0,ADVANTIST HEALTH BAKERSFIELD,35.38339964,-119.0205238,26985238.0,+
4988,WARM SPRINGS MEDICAL CENTER,5995 SPRING STREET,WARM SPRINGS,GA,31830,MERIWETHER,R,110.99,"5,196",25,"9,125",128,"32,728",104,"37,960",128,467.0,25.0,9125.0,128.0,109038.0,2028697.0,1367013.0,1966394.0,6709614.0,8320858.0,194836.0,14329975.0,11953845.0,10585830.0,22539675.0,0,0,0,0,0,0,1352048.0,0,0,3225586.0,-1255815.0,271583.0,173518.0,0,3766920.0,0.0,0,0,0,5450875.0,2389416.0,45299.0,0,700000.0,0,124525.0,3259240.0,0,0,0,1166062.0,1166062.0,4425302.0,1025573.0,1025573.0,5450875.0,0,0,12030008.0,10453738.0,22483746.0,15527024.0,15030472.0,496552.0,146789.0,643341.0,0,643341.0,0.64,386423.0,1707220.0,WARM SPRINGS MEDICAL CENTER,32.8896319,-84.68374246,643341.0,+
4991,UNION COUNTY HOSPITAL DISTRICT,517 NORTH MAIN STREET,ANNA,IL,62906,UNION,R,121.81,"2,315",25,"9,125",470,"16,132",47,"17,155",470,1597.0,25.0,9125.0,470.0,242093.0,2574458.0,984107.0,1326292.0,8307924.0,13656363.0,1171975.0,18607483.0,10654801.0,66562043.0,77216844.0,0,0,0,0,0,0,16301.0,0,0,6632714.0,-1811591.0,411842.0,231667.0,11314.0,5492247.0,0.0,0,1278819.0,1534087.0,15911107.0,1357063.0,629501.0,0,0,0,97016.0,-8652787.0,0,0,0,256095.0,256095.0,-8396692.0,24307799.0,24307799.0,15911107.0,0,0,10654801.0,66562043.0,77216844.0,22173397.0,21964287.0,209110.0,552380.0,761490.0,0,761490.0,0.24,2029980.0,20354650.0,ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,37.46502663,-89.2455412,761490.0,+
4993,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFFRSON DAVIS PARISH,R,68.00,"5,207",16,"5,840",311,"5,207",16,"5,840",311,5207.0,16.0,5840.0,311.0,0,0,0,0,2645994.0,3128518.0,87036.0,6715672.0,5903098.0,12792525.0,18695623.0,0,0,2645994.0,0,0,0,26864.0,0,0,1293215.0,0,0,6746.0,0,1326825.0,0.0,0,0,0,1867340.0,24854.0,0,0,0,0,-9845228.0,-9820374.0,0,329174.0,0,0,329174.0,-9491200.0,11358540.0,11358540.0,1867340.0,0,0,5889098.0,12806525.0,18695623.0,8948281.0,5774512.0,3173769.0,18252.0,3192021.0,21547.0,3170474.0,,0,0,LOWELL GENERAL HOSP SAINTS CAMPUS,42.6457,-71.3008,3170474.0,+
4994,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFFRSON DAVIS PARISH,R,68.00,"5,207",16,"5,840",311,"5,207",16,"5,840",311,5207.0,16.0,5840.0,311.0,0,0,0,0,2645994.0,3128518.0,87036.0,6715672.0,5903098.0,12792525.0,18695623.0,0,0,2645994.0,0,0,0,26864.0,0,0,1293215.0,0,0,6746.0,0,1326825.0,0.0,0,0,0,1867340.0,24854.0,0,0,0,0,-9845228.0,-9820374.0,0,329174.0,0,0,329174.0,-9491200.0,11358540.0,11358540.0,1867340.0,0,0,5889098.0,12806525.0,18695623.0,8948281.0,5774512.0,3173769.0,18252.0,3192021.0,21547.0,3170474.0,,0,0,EPIC MEDICAL CENTER,35.3109667,-95.59181607,3170474.0,+
4995,JENNINGS SENIOR CARE HOSPITAL  LLC,1 HOSPITAL DRIVE,JENNINGS,LA,70546,JEFFRSON DAVIS PARISH,R,68.00,"5,207",16,"5,840",311,"5,207",16,"5,840",311,5207.0,16.0,5840.0,311.0,0,0,0,0,2645994.0,3128518.0,87036.0,6715672.0,5903098.0,12792525.0,18695623.0,0,0,2645994.0,0,0,0,26864.0,0,0,1293215.0,0,0,6746.0,0,1326825.0,0.0,0,0,0,1867340.0,24854.0,0,0,0,0,-9845228.0,-9820374.0,0,329174.0,0,0,329174.0,-9491200.0,11358540.0,11358540.0,1867340.0,0,0,5889098.0,12806525.0,18695623.0,8948281.0,5774512.0,3173769.0,18252.0,3192021.0,21547.0,3170474.0,,0,0,JENNINGS SENIOR CARE HOSPITAL,30.23989684,-92.66266962,3170474.0,+
4996,HEALTHALLIANCE-CLINTON,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,WORCESTER,U,"1,010.25","29,530",125,"45,625","7,390","36,219",145,"52,925","7,857",24849.0,115.0,41975.0,7390.0,1762066.0,9868651.0,5172807.0,5172807.0,83988380.0,126174262.0,16297966.0,178748685.0,207813096.0,426530487.0,634343583.0,19737742.0,0,83988380.0,1902101.0,0,0,6004645.0,12491848.0,0,45123533.0,-30740592.0,3892654.0,0,1329238.0,13977463.0,0.0,82407206.0,5814509.0,88221715.0,232856442.0,8540172.0,7828132.0,16272.0,1220450.0,0,751605.0,18461516.0,0,53571.0,0,59235331.0,59288902.0,77750418.0,126239564.0,155106024.0,232856442.0,15040629.0,871613.0,207813096.0,426530487.0,634343583.0,187480933.0,210162642.0,-22681709.0,14465614.0,-8216095.0,0,-8216095.0,0.28,30893481.0,123226856.0,"HEALTH ALLIANCE-CLINTON, LEOMINSTER CAMPUS",42.5411,-71.7624,8216095.0,-
