NAME,ADDRESS,LATITUDE,LONGITUDE
SANFORD CANBY MEDICAL CENTER,112 ST OLAF AVENUE SOUTH,44.70782153,-96.27844799
SANFORD BAGLEY MEDICAL CENTER,203 - 4TH ST NW,47.52633353,-95.40221803
SANFORD JACKSON MEDICAL CENTER,1430 NORTH HIGHWAY,43.62441169,-95.00450103
ST. GABRIEL'S HOSPITAL,815 SE 2ND STREET,45.96688176,-94.3625669
ST JOSEPHS AREA HEALTH SERVICES,600 PLEASANT AVE,46.91595709,-95.06227361
TRI COUNTY HOSPITAL,415 JEFFERSON STREET NORTH,46.4456534,-95.13440141
UNITED HOSPITAL DISTRICT,515 SOUTH MOORE STREET,43.63395926,-94.10031171
CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,39.08408463,-94.5772711
ST. LOUIS CHILDREN'S HOSPITAL,ONE CHILDREN'S PLACE,38.63894385,-90.26417116
SAM RAYBURN MEMORIAL VETERANS CENTER,1201 E 9TH ST,33.58458954,-96.16663814
WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,46.2554155,-99.55168128
ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,46.04007587,-99.37244121
MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,47.80698314,-103.2825162
"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC",3325 POCAHONTAS ROAD,44.79515145,-117.8471233
SAMARITAN ALBANY GENERAL HOSPITAL,1046 6TH AVENUE SW,44.63167277,-123.1163241
ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,45.64930564,-118.811237
LORING HOSPITAL,211 HIGHLAND AVENUE,42.41899449,-94.97950672
KOSSUTH COUNTY HOSPITAL,1515 SOUTH PHILLIPS,43.05656522,-94.22581258
ST. ANTHONY'S REGIONAL HOSPITAL,311 SOUTH CLARK STREET,42.05649587,-94.86707423
BUENA VISTA REGIONAL MEDICAL CENTER,1525 WEST FIFTH STREET,42.64478217,-95.22279301
ST CHARLES PRINEVILLE,384 SE COMBS FLAT ROAD,44.29802807,-120.8250765
ASANTE THREE RIVERS MEDICAL CENTER,500 SW RAMSEY AVENUE,42.42137788,-123.3428412
VIBRA SPECIALTY HOSPITAL OF PORTLAND,10300 NE HANCOCK STREET,45.53509804,-122.5568656
MONTGOMERY COUNTY MEMORIAL HOSPITAL,2301 EASTERN AVENUE,41.01431708,-95.21652246
AUDUBON COUNTY MEMORIAL HOSPITAL,515 PACIFIC,41.71535177,-94.93783615
HIMA SAN PABLO - FAJARDO,PR-194 AVE GENERAL VALERO 404 PR-194,18.33671711,-65.65449058
OLIN E. TEAGUE VETERANS' MEDICAL CENTER,1901 VETERANS MEMORIAL DR,31.07640423,-97.34757981
MICHAEL E. DEBAKEY VA MEDICAL CENTER,2002 HOLCOMBE BLVD,29.69976575,-95.38877345
CAPITAL HEALTH SYSTEM - FULD,750 BRUNSWICK AVENUE,40.23598769,-74.75219682
LAKES REGIONAL HEALTHCARE,2301 HIGHWAY 71 SOUTH,43.41774563,-95.12467209
SOIN MEDICAL CENTER,3535 PENTAGON PARK BLVD,39.77104394,-84.06305299
GREENE MEMORIAL HOSPITAL,1141 NORTH MONROE DRIVE,39.70012517,-83.92774061
CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,32.4425387,-104.2579301
MORRISTOWN MEDICAL CENTER,100 MADISON AVENUE,40.78954893,-74.46581776
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 E SHOW LOW LAKE RD,34.20249383,-110.0177007
UNIVERSITY OF CINCINNATI MEDICAL CENTER,234 GOODMAN STREET,39.13835766,-84.50371612
BLANCHARD VALLEY HOSPITAL,1900 SOUTH MAIN STREET,41.01765267,-83.65136419
"HENRY COUNTY HOSPITAL, INC",1600 EAST RIVERVIEW AVENUE,41.41133547,-84.08734603
FISHER-TITUS MEMORIAL HOSPITAL,272 BENEDICT AVENUE,41.22570427,-82.60421025
WINDSOR LAURELWOOD CENTER FOR BEHAVORIAL MEDICINE,35900 EUCLID AVENUE,41.62474287,-81.43356222
LAKE HEALTH - LAKEWEST MEDICAL CENTER,36000 EUCLID AVENUE,41.62571845,-81.43220592
GREENE COUNTY MEDICAL CENTER,1000 WEST LINCOLNWAY,42.01599764,-94.38893366
GUTHRIE COUNTY HOSPITAL,710 NORTH 12TH STREET,41.68361949,-94.49367693
MERCY HEALTH - ST. CHARLES HOSPITAL,2600 NAVARRE AVENUE,41.63512384,-83.48522521
PROMEDICA TOLEDO HOSPITAL MAIN CAMPUS,2142 NORTH COVE BOULEVARD,41.67234956,-83.59525839
HOSPITAL ORIENTE,AVE FONT MARTELO 300,18.15274643,-65.83403257
UNIVERSITY OF TOLEDO MEDICAL CENTER,3000 ARLINGTON AVENUE,41.61876724,-83.61603264
MADISON COUNTY HOSPITAL INC,210 NORTH MAIN STREET,39.8925546,-83.45425546
GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,32.92454215,-105.9346758
SURGICAL HOSPITAL AT SOUTHWOODS,7630 SOUTHERN BLVD,41.01547566,-80.65561768
SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,36.72383519,-108.2168178
ROOSEVELT GENERAL HOSPITAL,42121 UNITED STATES HIGHWAY 70,34.16890339,-103.3622639
KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,35.22007084,-114.0369774
LITTLE COLORADO MEDICAL CENTER,1501 N WILLIAMSON AVE,35.03580769,-110.6925089
ADVANCED CARE HOSPITAL OF SOUTHERN NEW MEXICO,4451 EAST LOHMAN AVENUE,32.32603749,-106.7249943
UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BOULEVARD NORTHEAST,35.08815273,-106.6171879
HUMBOLDT COUNTY MEMORIAL HOSPITAL,1000 15TH STREET NORTH,42.73269741,-94.23221391
ACOMA-CANONCITO-LAGUNA (ACL) HOSPITAL,80 B VETERANS BLVD,35.06859553,-107.5710087
BROOKE ARMY MEDICAL CENTER,3551 ROGER BROOKE DR,29.46009598,-98.41559126
HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,34.48045399,-114.3387897
COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16 N,31.98429068,-98.56156783
DIXIE REGIONAL MEDICAL CENTER,544 SOUTH 400 EAST (FLOOD ST),37.09906632,-113.5758646
"KERRVILLE VA HOSPITAL, STVHCS",3600 MEMORIAL BLVD,30.01682787,-99.11477579
LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,41.03586232,-82.01416929
SUMMA WADSWORTH-RITTMAN HOSPITAL,195 WADSWORTH ROAD,41.02848763,-81.75152011
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,800 WEST MAIN STREET,40.48075591,-84.63890425
UPPER VALLEY MEDICAL CENTER,3130 NORTH COUNTY ROAD 25A,40.08587443,-84.229928
VA MEDICAL CENTER - DALLAS,4500 S LANCASTER RD,32.69305631,-96.79128946
DORIS MILLER DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,4800 MEMORIAL DR,31.51145557,-97.16414014
THOMAS E. CREEK VA MEDICAL CENTER,6010 AMARILLO BLVD W,35.20367399,-101.906694
NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,33.84582428,-98.52418343
"AUDIE L. MURPHY VA HOSPITAL, STVHCS",7400 MERTON MINTER,29.50666476,-98.57984558
GRANDVIEW HOSPITAL,405 W GRAND AVE,39.77004075,-84.20223362
CARL R. DARNALL ARMY MEDICAL CENTER,36000 DARNALL LOOP,31.13090553,-97.7742904
KETTERING MEDICAL CENTER,3535 SOUTHERN BOULEVARD,39.69728657,-84.19242952
DESTINY SPRINGS HEALTHCARE,17300 NORTH DYSART ROAD,33.64112837,-112.3438072
ELLSWORTH MUNICIPAL HOSPITAL,110 ROCKSYLVANIA AVENUE,42.52202847,-93.25952575
NEW LIFECARE HOSPITALS OF DAYTON,4000 MIAMISBURG-CENTERVILLE ROAD,39.63758872,-84.24827312
KINDRED HOSPITALS-DAYTON,707 EAST EDWIN C MOSES BLVD,39.74670395,-84.19791144
GENESIS HOSPITAL,2951 MAPLE AVENUE,39.97480829,-82.01650066
BANNER DESERT MEDICAL CENTER,1400 S. DOBSON RD.,33.38947716,-111.8775675
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX CAMPUS,1111 EAST MCDOWELL ROAD,33.46442144,-112.0573817
SIERRA SURGERY HOSPITAL,1400 MEDICAL PKWY,39.20020155,-119.7841939
"REHABILITATION HOSPITAL OF NORTHERN ARIZONA, LLC",1851 NORTH GEMINI DRIVE,35.21008656,-111.6304195
SPRING MOUNTAIN TREATMENT CENTER,7000 WEST SPRING MOUNTAIN ROAD,36.12632063,-115.2461125
VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,36.16321616,-115.1663933
COMMUNITY MEMORIAL HOSPITAL,909 WEST 1ST STREET,42.84698186,-92.10922935
MERCY MEDICAL CENTER,701 TENTH STREET SE,41.97825647,-91.65582856
UNIVERSITY OF UTAH NEUROPSYCHIATRIC INSTITUTE (UNI),501 CHIPETA WAY,40.75791374,-111.8227318
ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,40.57590515,-111.8539614
MERCY HOSPITAL,500 EAST MARKET STREET,41.66387148,-91.52790136
UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,41.66081569,-91.54754742
ANAMOSA COMMUNITY HOSPITAL,104 BROADWAY PLACE,42.11292384,-91.28803141
FILLMORE COMMUNITY HOSPITAL,674 SOUTH STATE HIGHWAY 99,38.95477745,-112.340277
KINDRED HOSPITAL - DALLAS,9525 GREENVILLE AVE,32.90543394,-96.74884756
PALMER LUTHERAN HEALTH CENTER,112 JEFFERSON,42.96828805,-91.81011488
MERCY HOSPITAL OF FRANCISCAN SISTERS,201 8TH AVENUE SOUTHEAST,42.67544765,-91.9021483
FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,41.39562034,-87.366975
PHOENIX CHILDREN'S HOSPITAL - MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,33.28713082,-111.7520389
VIRGINIA GAY HOSPITAL,502 NORTH 9TH AVENUE,42.17342058,-92.01254039
SARTORI MEMORIAL HOSPITAL,515 COLLEGE STREET,42.53353888,-92.45793731
AULTMAN HOSPITAL,2600 SIXTH STREET SW,40.79731915,-81.40306222
MITCHELL COUNTY MEMORIAL HOSPITAL,616 NORTH 8TH STREET,43.28952812,-92.80844062
MONROE COUNTY HOSPITAL,6580 165TH ST,41.04347645,-92.79658688
MERCY MEDICAL CENTER-CENTERVILLE,ONE ST. JOSEPH DRIVE,40.75562353,-92.85690046
UNITYPOINT HEALTH MARSHALLTOWN,THREE SOUTH FOURTH AVENUE,42.04840464,-92.90683107
EUREKA COMMUNITY HEALTH SERVICES,410 9TH STREET,45.77217227,-99.62301925
MOBRIDGE REGIONAL HOSPITAL,1401 10TH AVENUE WEST,45.54621696,-100.4489605
AVERA GREGORY HOSPITAL,400 PARK AVENUE,43.22955463,-99.43584864
VALLEYWISE HEALTH MEDICAL CENTER,2601 E ROOSEVELT,33.4578471,-112.026413
"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 S. CRISMON ROAD,33.39149707,-111.6111633
LAWRENCE + MEMORIAL HOSPITAL,365 MONTAUK AVE,41.33645178,-72.10497646
WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,41.54277356,-72.08931881
ABRAZO WEST CAMPUS HOSPITAL DEVELOPMENT OF WEST PHOENIX,13677 W MCDOWELL ROAD,33.46182197,-112.353167
WATERBURY HOSPITAL,64 ROBBINS ST,41.55975885,-73.0587052
SAINT MARYS HOSPITAL,56 FRANKLIN ST,41.55320586,-73.03671049
CLAIBORNE MEMORIAL MEDICAL CENTER,620 EAST COLLEGE STREET,32.79406438,-93.0617495
BRIDGEPORT HOSPITAL,267 GRANT STREET,41.18937738,-73.16659472
ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,41.20104518,-73.20170224
DANBURY HOSPITAL,24 HOSPITAL AVE,41.4050509,-73.44619486
SANFORD HOSPITAL WEBSTER,1401 WEST FIRST STREET,45.33977277,-97.52195455
LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,30.183729,-82.68774475
LOUISIANA EXTENDED CARE HOSPITAL OF WEST MONROE,503 MCMILLAN ROAD,32.51315989,-92.15631473
MADISON COUNTY HEALTHCARE SYSTEM,300 WEST HUTCHINGS STREET,41.32799702,-94.01690601
EXCELA HEALTH LATROBE HOSPITAL,1 MELLON WAY,40.32114394,-79.39466011
EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,40.3007952,-79.55451329
WARREN GENERAL HOSPITAL,"TWO CRESCENT PARK WEST, PO BOX 68",41.843328,-79.15461
WEST HOLT MEMORIAL HOSPITAL,406 W NEELY ST,42.52888832,-98.98266201
BANNER PAYSON MEDICAL CENTER,807 S. PONDEROSA,34.23007678,-111.3206511
CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,40.24597,-80.190674
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,40.182206,-79.911216
ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,41.98023,-76.520727
NEW ULM MEDICAL CENTER,1324 FIFTH STREET NORTH,44.3133363,-94.47676273
FOUNDATIONS BEHAVIORAL HEALTH,833 EAST BUTLER AVENUE,40.300954,-75.155285
ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVE,43.05593308,-76.15006167
ARIA HEALTH BUCKS COUNTY,380 NORTH OXFORD VALLEY ROAD,40.183052,-74.867443
GRAND VIEW HOSPITAL,700 LAWN AVENUE,40.362922,-75.32604
LOWER BUCKS HOSPITAL,501 BATH ROAD,40.10509156,-74.86726353
ACCORD REHABILITAION HOSPITAL,59215 RIVER WEST DRIVE,30.26191043,-91.24503279
POST ACUTE SPECIALTY HOSPITAL OF LAFAYETTE,204 ENERGY DRIVE PARKWAY,30.18034409,-92.0115764
OSS ORTHOPAEDIC SPECIALTY HOSPITAL,1861 POWDER MILL ROAD,39.91692241,-76.69554465
PHOENIX ER & MEDICAL HOSPITAL,3050 SOUTH DOBSON ROAD,33.2609327,-111.8820714
YORK HOSPITAL,1001 SOUTH GEORGE STREET,39.945698,-76.718501
UPMC MERCY,1400 LOCUST STREET,40.436099,-79.985114
OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD,40.47260393,-80.09114063
UPMC PRESBYTERIAN,200 LOTHROP STREET,40.44278362,-79.96070677
UPMC ST MARGARET,815 FREEPORT ROAD,40.48941831,-79.89607073
ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,531 BEEBE ST,41.16972205,-97.549172
COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,41.45517805,-97.38490108
COMMUNITY HOSPITAL,1301 EAST H ST,40.20542279,-100.6083507
MIDWEST SURGICAL HOSPITAL LLC,7915 FARNAM DRIVE,41.25767,-96.03755209
KINDRED HOSPITAL PITTSBURGH NORTH SHORE,1004 ARCH STREET,40.45394404,-80.00872011
CHILDRENS HOSPITAL OF PITTSBURGH,ONE CHILDRENS HOSPITAL DR 4401 PENN AVE,40.46652874,-79.95299037
FORBES HOSPITAL,2570 HAYMAKER ROAD,40.428443,-79.747652
GOOD SAMARITAN REGIONAL HEALTH CENTER MT VERNON,1 GOOD SAMARITAN WAY,38.2974177,-88.93858039
ST. JOSEPH'S HOSPITAL,12886 TROXLER AVENUE,38.75458375,-89.66759838
ST. MARY'S MEDICAL CENTER,201 WEST R.D. MIZE RD,39.02606715,-94.26385752
MENDOTA COMMUNITY HOSPITAL - DBA OSF SAINT PAUL MEDICAL CENTER,1401 EAST 12TH STREET,41.55305291,-89.08780775
ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,40.457063,-80.003402
UPMC MCKEESPORT,1500 FIFTH AVENUE,40.35179621,-79.84985374
JEFFERSON REGIONAL MEDICAL CENTER,"565 COAL VALLEY ROAD, P O BOX 18119",40.31744559,-79.93364977
SANFORD LUVERNE MEDICAL CENTER,1600 NORTH KNISS AVENUE,43.67200224,-96.21058073
NORTHSHORE HEALTHSYSTEM DBA GLENBROOK HOSPITAL,2100 PFINGSTEN ROAD,42.09253849,-87.85272133
BUTLER COUNTY HEALTH CARE CENTER,372 SOUTH 9TH ST,41.24669451,-97.12253031
ANN & ROBERT H LURIE CHILDREN'S HOSPITAL OF CHICAGO,225 EAST CHICAGO AVENUE,41.89645048,-87.62171852
LOCK HAVEN HOSPITAL,24 CREE DRIVE,41.13159873,-77.47021159
BUCKTAIL MEDICAL CENTER,1001 PINE STREET,41.327863,-77.736493
ST LUKE'S MINERS MEMORIAL HOSPITAL,360 WEST RUDDLE STREET,40.82138815,-75.91403021
CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY RD,42.30704823,-87.86051071
GARFIELD PARK HOSPITAL LLC - DBA GARFIELD PARK HOSPITAL,520 NORTH RIDGEWAY AVENUE,41.89071186,-87.72018283
HOSPITAL OF FOX CHASE CANCER CENTER,333 COTTMAN AVENUE,40.07077618,-75.09071628
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE RESURRECTION MEDICAL CENTER,7435 WEST TALCOTT AVENUE,41.9875392,-87.81356554
ARIA HEALTH FRANKFORD,4900 FRANKFORD AVENUE,40.01954314,-75.081875
KINDRED HOSPITAL - PHILADELPHIA,6129 PALMETTO STREET,40.04606348,-75.0970203
HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,39.95753699,-75.1630302
ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,38.62622497,-89.52373135
ANTELOPE MEMORIAL HOSPITAL,102 WEST 9TH ST,42.13474596,-98.03064397
KIMBALL HEALTH SERVICES,505 SOUTH BURG ST,41.23255777,-103.6668485
ST CHRISTOPHERS HOSPITAL FOR CHILDREN,120 EAST ERIE AVENUE,40.00656984,-75.12437673
GOOD SHEPHERD PENN PARTNERS SPECIALTY HOSPITAL AT RITTENHOUSE,1800 LOMBARD STREET,39.94486785,-75.17252287
FAIRMOUNT BEHAVIORAL HEALTH SYSTEMS,561 FAIRTHORNE AVENUE,40.04317409,-75.22187936
VAN WERT COUNTY HOSPITAL,1250 S WASHINGTON STREET,40.8506429,-84.57876068
ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,39.4983405,-84.31425139
MARIETTA MEMORIAL HOSPITAL,401 MATTHEW STREET,39.43170107,-81.46416393
MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,34.89455358,-94.105868
ARKANSAS STATE HOSPITAL,305 SOUTH PALM STREET,34.7501026,-92.32433467
CONEMAUGH MEYERSDALE MEDICAL CENTER,200 HOSPITAL DRIVE,39.809105,-79.025096
FIRST HOSPITAL WYOMING VALLEY,562 WYOMING AVENUE,41.269708,-75.889228
GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN DRIVE,41.257365,-75.80899
WILKES-BARRE VETERANS AFFAIRS MEDICAL CENTER,1111 EAST END BOULEVARD,41.24810428,-75.83596931
OSMOND GENERAL HOSPITAL,402 NORTH MAPLE ST,42.36030275,-97.59582364
GOOD SHEPHERD SPECIALTY HOSPITAL,2545 SCHOENERSVILLE ROAD,40.64461559,-75.40806256
WEST LOS ANGELES MEDICAL CENTER,11301 WILSHIRE BLVD,34.05272127,-118.4527522
VA CENTRAL CALIFORNIA HEALTH CARE SYSTEM,2615 E CLINTON AVE,36.77325043,-119.7791451
NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DR,32.72752023,-117.1459373
ELLWOOD CITY HOSPITAL,724 PERSHING STREET,40.86997,-80.275656
WEED ARMY COMMUNITY HOSPITAL,390 N LOOP RD,35.2654396,-116.6883295
SAN FRANCISCO VA HEALTH CARE SYSTEM,4150 CLEMENT ST,37.78229119,-122.5049746
HORSHAM CLINIC,722 EAST BUTLER PIKE,40.18812796,-75.18946059
MONTGOMERY COUNTY EMERGENCY SERVICE,50 BEECH DRIVE,40.135967,-75.355873
VALLEY FORGE MEDICAL CENTER & HOSPITAL,1033 WEST GERMANTOWN PIKE,40.15866165,-75.36754581
LANSDALE HOSPITAL,100 MEDICAL CAMPUS DRIVE,40.2503,-75.271421
CLARKS SUMMIT STATE HOSPITAL,1451 HILLSIDE DRIVE,41.480499,-75.737402
MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVENUE,39.988434,-75.260865
MID-VALLEY HOSPITAL,1400 MAIN STREET,41.480823,-75.596063
GEISINGER -LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE,40.617723,-77.568018
UPMC HORIZON,110 NORTH MAIN STREET,41.411655,-80.372017
SHARON REGIONAL HEALTH SYSTEM,740 EAST STATE STREET,41.232661,-80.496213
GROVE CITY MEDICAL CENTER,631 NORTH BROAD ST EXT,41.170999,-80.085172
BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,11401 INTERSTATE 30,34.65732672,-92.40274425
SAINT MARYS REGIONAL MEDICAL CENTER,93 CAMPUS AVENUE,44.10175387,-70.19978121
WITHAM HEALTH SERVICES,2605 N LEBANON ST,40.07747345,-86.4729904
PORTER-STARKE SERVICES INC,701 WALL ST,41.48969037,-87.05203311
WASHINGTON HEALTH GREENE,350 BONAR AVENUE,39.900621,-80.173196
COVINGTON COUNTY HOSPITAL,701 SOUTH HOLLY STREET,31.63722205,-89.55474347
CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,44.10173674,-70.21451847
ABRAZO ARIZONA HEART HOSPITAL,1930 EAST THOMAS ROAD,33.48086723,-112.0396677
CROZER-CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,39.856498,-75.367645
KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,2000 OLD WEST CHESTER PIKE,39.97502538,-75.33442904
UPMC HAMOT,201 STATE STREET,42.135112,-80.08536294
SAINT VINCENT HOSPITAL,232 WEST 25TH STREET,42.111371,-80.079539
ERIE VETERANS AFFAIRS MEDICAL CENTER,135 EAST 38TH STREET,42.102202,-80.063293
THE REHABILITATION INSTITUTE OF ST. LOUIS,4455 DUNCAN AVENUE,38.63719204,-90.25794112
SOUTH SHORE HOSPITAL,55 FOGG ROAD,42.176,-70.9541
GREENBAUM SPECIALITY SURGICAL HOSPITAL,3535 NORTH SCOTTSDALE ROAD,33.49019104,-111.9255516
CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE,34.1652321,-109.975386
OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD,33.34027406,-111.8473845
"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER",1500 SOUTH MILL AVENUE,33.41259686,-111.9406125
SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,363 HIGHLAND AVENUE,41.7094,-71.146
NORTH ADAMS REGIONAL HOSPITAL,71 HOSPITAL AVENUE,42.7071,-73.1095
ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,42.8144,-70.8911
LAWRENCE GENERAL HOSPITAL,ONE GENERAL STREET,42.71,-71.1501
SPRINGFIELD HOSPITAL,190 W SPROUL RD,39.92205017,-75.35005619
MAYO CLINIC HOSPITAL ROCHESTER,1216 2ND STREET SW,44.02055915,-92.48272029
TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER,100 E LEHIGH AVE,39.98985686,-75.12912404
ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,41.8375429,-75.83676903
ST LUKE'S HOSPITAL ANDERSON CAMPUS,1872 ST. LUKE'S BLVD,40.64914776,-75.28782091
TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,39.41939616,-87.40904674
CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,33.29739077,-111.8746119
SELECT SPECIALTY HOSPITAL-EVANSVILLE,400 SE 4TH ST,37.9679888,-87.56729117
UNION HOSPITAL INC,1606 N SEVENTH ST,39.48586458,-87.40697561
NORTH GEORGIA MEDICAL CENTER,1362 SOUTH MAIN STREET,34.67856195,-84.49337651
AU MEDICAL CENTER,1120 15TH STREET,33.47087633,-81.98970572
BETHESDA HOSPITAL - NORTH,10500 MONTGOMERY ROAD,39.25197995,-84.34178469
UHS OF ANCHOR L.P.,5454 YORKTOWNE DRIVE,33.60699354,-84.45218911
THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,37.97488317,-87.44510778
HONORHEALTH REHABILITATION HOSPITAL,8850 EAST PIMA CENTER PARKWAY,33.56112225,-111.8902615
REGIONAL MENTAL HEALTH CENTER,8555 TAFT ST,41.46334709,-87.36336523
US AIR FORCE HOSPITAL-GLENDALE - CLOSED,LUKE AFB,33.53768748,-112.3623325
US ARMY HOSPITAL-FT HUACHUCA,"2240 E WINROW AVE, BUILDING 45001",31.54916814,-110.3522737
SPRINGWOODS BEHAVIORAL HEALTH SERVICES,1955 WEST TRUCKER'S DRIVE,36.10848311,-94.18683551
ST LUKES HOSPITAL MONROE CAMPUS,100 ST LUKES LANE,40.997531,-75.259981
MAINE MEDICAL CENTER,22 BRAMHALL STREET,43.65260994,-70.27580216
PIEDMONT COLUMBUS REGIONAL MIDTOWN,710 CENTER ST,32.48085872,-84.98117702
MEDINA HOSPITAL,1000 EAST WASHINGTON STREET,41.13845088,-81.83829293
BEACAN BEHAVIORAL HEALTH BUNKIE,323 EVERGREEN STREET,30.95310033,-92.17622461
ORCHARD HOSPITAL,240 SPRUCE STREET,39.36752632,-121.6896546
TUBA CITY REGIONAL HEALTH CARE,167 N MAIN STREET & EAST ELM AVE,36.13585509,-111.2367919
ST VINCENT DUNN HOSPITAL INC,1600 23RD ST,38.85287258,-86.49395817
SAN CARLOS HOSPITAL,238 CIBEQUE CIRCLE,33.35380069,-110.454356
SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,41.70717738,-86.17446958
EMORY REHABILITATION HOSPITAL,1441 CLIFTON ROAD,33.79488234,-84.32053107
CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,"3330 MASONIC DR., 4TH FLOOR UNIT",31.28364912,-92.46246355
CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,31.5524178,-110.2297796
MARION GENERAL HOSPITAL,1560 SUMRALL ROAD,31.25599595,-89.8055791
TOHONO O'ODHAM NATION HEALTH CARE (TON) SELLS HOSPITAL,HWY 86 & TOPAWA RD,31.91850571,-111.8904886
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,US HWY 191 - HOSPITAL ROAD,36.15760286,-109.6081006
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NEWNAN,2101 EAST NEWNAN CROSSING BLVD,33.3628746,-84.75162672
MEDICAL CENTER NAVICENT HEALTH,777 HEMLOCK STREET,32.83325388,-83.63550532
WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,34.06332132,-84.31997247
RIVERVIEW HEALTH,395 WESTFIELD RD,40.04581762,-86.02352185
VA MEDICAL CENTER - LIVERMORE DIVISION,4951 ARROYO RD,37.62555427,-121.7631034
ST MARY'S GOOD SAMARITAN HOSPITAL,5401 LAKE OCONEE PARKWAY,33.48143224,-83.24222511
ST MARY'S SACRED HEART HOSPITAL INC,367 CLEAR CREEK PARKWAY,34.43972191,-83.13239384
ST ELIZABETHS MEDICAL CENTER,1200 GRANT BOULEVARD WEST,44.38778872,-92.04738659
